kota_administrasi;kecamatan;kelurahan;rw;tahun;bulan;lama_genangan;tanggal_kejadian;jumlah_tempat_pengungsian;jumlah_luka_ringan;jumlah_luka_berat;ketinggian_air;jumlah_meninggal
Jakarta Timur;MAKASAR;MAKASAR;RW 03, 05, 06, 07;2020;1;0;tgl. 01, 18  Januari;0;13500;0;31 s/d 150 cm;0
Jakarta Timur;MAKASAR;PINANG RANTI;RW 01, 04, 05;2020;1;0;tgl. 01 Januari;0;2270;0;31 s/d 70 cm;0
Jakarta Timur;MATRAMAN;KEBON MANGGIS;RW 03, 04;2020;1;0;tgl. 01 Januari;0;5370;0;71 s/d 150 cm;0
Jakarta Timur;MATRAMAN;PISANGAN BARU;RW 12, 14;2020;1;0;tgl. 01 Januari;0;0;0;31 s/d 70 cm;0
Jakarta Timur;MATRAMAN;UTAN KAYU SELATAN;RW 01, 03, 05, 07, 12;2020;1;0;tgl. 01 Januari;0;0;0;31 s/d 70 cm;0
Jakarta Timur;PASAR REBO;CIJANTUNG;RW 01, 07, 19;2020;1;0;tgl. 01 Januari;0;0;0;31 s/d 70 cm;0
Jakarta Timur;PASAR REBO;PEKAYON;RW 02, 08  ;2020;1;0;tgl. 01 Januari;0;0;0;10 s/d 30 cm;0
Jakarta Timur;PASAR REBO;GEDONG;RW. 01, 03, 11;2020;1;0;tgl. 01 Januari;0;1000;0;100 s/d 150 cm;0
Jakarta Timur;PULOGADUNG;CIPINANG;RW 01, 07, 12, 13, 14, 15, 16;2020;1;0;tgl. 01 Januari;0;0;0;31 s/d 70 cm;0
Jakarta Timur;PULOGADUNG;JATI;RW 08;2020;1;0;tgl. 01 Januari;0;0;0;31 s/d 70 cm;0
Jakarta Timur;PULOGADUNG;KAYU PUTIH;RW 11, 12, 13, 14, 15, 16;2020;1;0;tgl. 01 Januari;0;23100;0;71 s/d 150 cm;0
Jakarta Pusat;JOHAR BARU;KAMPUNG RAWA;rw 06;2020;2;0;23 februari;0;0;0;20 cm;0
Jakarta Pusat;JOHAR BARU;TANAH TINGGI;rw 05;2020;2;0;23 februari;0;0;0;30 cm;0
Jakarta Pusat;KEMAYORAN;GUNUNG SAHARI SELATAN;rw 04, 09, ;2020;2;0;2, 8, 23 februari;0;0;0;20 s/d 100 cm;0
Jakarta Pusat;KEMAYORAN;SERDANG;rw 06, 01;2020;2;0;23 februari;0;0;0;30 cm;0
Jakarta Pusat;KEMAYORAN;CEMPAKA BARU;rw 05, 07;2020;2;0;23, 25  februari;0;0;0;20 s/d 50 cm;0
Jakarta Pusat;KEMAYORAN;KEMAYORAN;rw 08;2020;2;0;23 februari;0;0;0;20 cm;0
Jakarta Pusat;KEMAYORAN;KEBON KOSONG;rw 01, 02, 03, 04, 05, 06, 07, 08, 09, 12;2020;2;0;25 februari;0;0;0;10 s/d 50 cm;0
Jakarta Pusat;KEMAYORAN;SUMUR BATU;rw 07;2020;2;0;25 februari;0;0;0;10 s/d 50 cm;0
Jakarta Pusat;SAWAH BESAR;PASAR BARU;rw 03,  04, 05, 06;2020;2;0;8, 21, 22, 23 februari;0;4500;0;10 s/d 40;0
Jakarta Pusat;SAWAH BESAR;KARANG ANYAR;rw 06;2020;2;0;23 februari;0;0;0;20 cm;0
Jakarta Pusat;SAWAH BESAR;MANGGA DUA SELATAN;rw 11;2020;2;0;25 februari;0;0;0;30 cm;0
Jakarta Pusat;SAWAH BESAR;GUNUNG SAHARI UTARA;rw 03, 07;2020;2;0;25 februari;0;0;0;30 cm;0
Jakarta Pusat;TANAH ABANG;BENDUNGAN HILIR;rw 01, 03, 04, 06, 07;2020;2;0;8, 23, 25  februari;0;0;0;10 s/d 60;0
Jakarta Pusat;TANAH ABANG;KARET TENGSIN;rw 07, 09, ;2020;2;0;22, 23, 25  februari;0;4750;0;40 s/d 80 cm;0
Jakarta Pusat;TANAH ABANG;PETAMBURAN;rw 03, 09;2020;2;20;22, 23, 25  februari;0;13680;0;10 s/d 120;0
Jakarta Pusat;TANAH ABANG;KEBON MELATI;rw 07, 16;2020;2;0;23, 25  februari;0;0;0;35 s/d 50 cm;0
Jakarta Pusat;SENEN;KRAMAT;rw 04, 06, 08;2020;2;0;20, 23, 25  februari;0;0;0;10 s/d 50 cm;0
Jakarta Pusat;SENEN;KENARI;rw 05;2020;2;0;23 februari;0;0;0;20 cm;0
Jakarta Pusat;MENTENG;KEBON SIRIH;rw 02, 04, 08;2020;2;0;20, 23 februari;0;500;0;20 s/d 90 cm;0
Jakarta Pusat;MENTENG;MENTENG;rw 05,  09, 11;2020;2;0;23, 25  februari;0;0;0;10 s/d 60 cm;0
Jakarta Pusat;CEMPAKA PUTIH;RAWASARI;rw 09;2020;2;0;23, 25  februari;0;0;0;20 s/d 30 cm;0
Jakarta Pusat;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;rw 05, 06, 07, 08;2020;2;0;23, 25 februari;0;0;0; 30 cm;0
Jakarta Pusat;CEMPAKA PUTIH;CEMPAKA PUTIH BARAT;rw 03, 08, 12;2020;2;0;08, 25 februari;0;0;0;20 s/d 30 cm;0
Jakarta Pusat;GAMBIR;KEBON KELAPA;rw 02, ;2020;2;0;25 februari;0;0;0;20 cm;0
Jakarta Utara;TANJUNG PRIOK;SUNTER JAYA;rw 02, 04, 12, ;2020;2;0;8, 25  februari;0;0;0;10 s/d 30 cm;0
Jakarta Utara;TANJUNG PRIOK;WARAKAS;rw 01, 12, 13;2020;2;0;8 februari;0;0;0;20 cm;0
Jakarta Utara;TANJUNG PRIOK;TANJUNG PRIOK;rw 02, 07;2020;2;0;8 februari;0;0;0;10 s/d 30 cm;0
Jakarta Utara;TANJUNG PRIOK;KEBON BAWANG;rw 02, 07;2020;2;0;8 februari;0;0;0;10 s/d 30 cm;0
Jakarta Utara;KELAPA GADING;KELAPA GADING BARAT;rw 02, 03, 06, 11, 12;2020;2;0;8, 23 februari;0;0;0;10 s/d 45 cm;0
Jakarta Utara;KELAPA GADING;KELAPA GADING TIMUR;rw 01, 04, 05, 06, 08,09, 10, 11, 13, 15, 16, 18, 19, ;2020;2;0;8, 23, 25 februari;0;2710;0;30 s/d 40 cm;0
Jakarta Utara;KELAPA GADING;PEGANGSAAN DUA;rw 02, 03, 04, 08, 09, 10, 11, 12, 19;2020;2;0;23, 25  februari;0;1820;0;20 s/d 70 cm;0
Jakarta Utara;KOJA;TUGU SELATAN;rw 01, 02, 03, 04, 05, 08, 10, 11, 18;2020;2;0;8, 23 februari;0;1380;0;10 s/d 80 cm;0
Jakarta Utara;KOJA;TUGU UTARA;rw 02, 03, 04, 10, 11;2020;2;0;8, 23  februari;0;0;0;15 s/d 60 cm;0
Jakarta Utara;KOJA;RAWA BADAK SELATAN;rw 04, 08, 09, 11;2020;2;0;8, 23 februari;0;0;0;10 s/d 30 cm;0
Jakarta Utara;PENJARINGAN;KAPUK MUARA;rw 01;2020;2;0;20, 23 februari;0;0;0;5 s/d 70cm;0
Jakarta Utara;PENJARINGAN;PEJAGALAN;rw 02, 12, 13, 14, 15;2020;2;0;8, 23, 25, 28 februari;0;1500;0;5 s/d 60 cm;0
Jakarta Utara;PENJARINGAN;PENJARINGAN;rw 17;2020;2;0;23, 25  februari;0;800;0;20 s/d 60  cm;0
Jakarta Utara;PENJARINGAN;PLUIT;rw 01, 11,;2020;2;0;1,2,3,4,    februari;0;0;0;10 s/d 80 ;0
Jakarta Utara;PADEMANGAN;ANCOL;rw 02, 08, ;2020;2;0;2, 25 februari;0;0;0;15 s/d 20 cm;0
Jakarta Utara;PADEMANGAN;PADEMANGAN BARAT ;rw 10;2020;2;0;8 februari;0;0;0;10 s/d 30 cm;0
Jakarta Utara;PADEMANGAN;PADEMANGAN TIMUR;rw 01, 02, 10;2020;2;0;8, 25 februari;0;0;0;15 s/d 20 cm;0
Jakarta Utara;CILIINCING;ROROTAN;rw 01, 02, 03, 04, 05, 06, 07,08,  09, 12, 13 ;2020;2;0;8, 23, 25  februari;0;11500;0;5 s/d 110;0
Jakarta Utara;CILIINCING;SEMPER BARAT;rw 01,02,04, 05, 06, 17;2020;2;0;8, 23, 25 februari;0;6480;0;10 s/d 40 cm;0
Jakarta Utara;CILIINCING;SEMPER TIMUR;rw 03, 10, 11;2020;2;0;8, 25  februari;0;2000;0;10 s/d 35 cm;0
Jakarta Utara;CILIINCING;SUKAPURA;rw 01, 02, 03, 04, 06, 07,08, 09, 10,12;2020;2;0;8, 23, 25  februari;0;5660;0;10 cm s/d 100 cm;0
Jakarta Utara;CILIINCING;CILINCING;rw 03, 06, 09;2020;2;0;8, 23, 25  februari;0;0;0;10 s/d 40 cm;0
Jakarta Utara;CILIINCING;MARUNDA;rw 02, 04, 05, 07;2020;2;0;9, 23, 25, 28   februari;0;4170;0;5 s/d 60 cm;0
Jakarta Barat;CENGKARENG;CENGKARENG BARAT;rw 06, 09, 10, 11;2020;2;0;8, 16, 20, 25  februari;0;0;0;10 s/d 50 cm;0
Jakarta Barat;CENGKARENG;CENGKARENG TIMUR;rw 03, 16, 12;2020;2;0;1, 8, 16  februari;0;0;0;40 s/d 70 cm;0
Jakarta Barat;CENGKARENG;DURI KOSAMBI;rw 04, 06, 08, 11;2020;2;0;1, 8, 16, 20, 25  februari;0;1150;0;10 s/d 40 cm;0
Jakarta Barat;CENGKARENG;KAPUK;rw 01, 02, 03, 05, 06, 07, 12, 13, 15, 16;2020;2;0;1, 2,3, 4, 8, 16, 20, 22, 23, 25  februari;0;4000;0;10 s/d 30 cm;0
Jakarta Barat;CENGKARENG;KEDAUNG KALI ANGKE;rw 01, 02,03,  04, 05, 08, 09;2020;2;0;1, 16, 20, 22, 25  februari;0;1150;0;10 s/d 50 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;Rw 01, 02,03,  04, 06, 08,10,11, 12;2020;2;0;1, 8, 16, 20, 25 februari;0;500;0;10 s/d 50 cm;0
Jakarta Barat;GROGOL PETAMBURAN;JELAMBAR;rw 04, 05, 07, ;2020;2;0;2 februari;0;0;0;5 s/d 20 cm;0
Jakarta Barat;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;rw 02;2020;2;0;25 februari;0;0;0;30 s/d 50 cm;0
Jakarta Barat;GROGOL PETAMBURAN;TANJUNG DUREN SELATAN;rw 01, 02;2020;2;0;16 februari;0;0;0;15 s/d 25 cm;0
Jakarta Barat;GROGOL PETAMBURAN;TOMANG;rw 15;2020;2;0;25 februari;0;0;0;30 s/d 50 cm;0
Jakarta Barat;KALIDERES;KALIDERES;rw 08, 06, ;2020;2;0;4 februari;0;0;0;5 s/d 15 cm;0
Jakarta Barat;KALIDERES;KAMAL;rw 01,  03;2020;2;0;20, 27  februari;0;0;0;5 s/d 15 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;rw 01, 03, 04, 05. 07;2020;2;0;4, 20, 25 februari;0;0;0;5 s/d 60 cm;0
Jakarta Barat;KALIDERES;SEMANAN;rw 03,04,  07, 10;2020;2;0;1, 8, 20, 25, 27   februari;0;0;0;10 s/d 60 cm;0
Jakarta Barat;KALIDERES;TEGAL ALUR;rw 01, 02, 03, 04, 05, 09, 11, 12, 13, 15;2020;2;0;1, 2, 3,4, 8, 16, 22, 25, 27   februari;0;550;0;15 s/d 35 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;rw 14;2020;2;0;25 februari;0;0;0;10 s/d 30 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;rw 01,03,  05;2020;2;0;20, 23, 25   februari;0;0;0;15 s/d 50 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA UTARA;rw 08, ;2020;2;0;2, 23 februari;0;0;0;20 s/d 50 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI SELATAN;rw 01, 02, ;2020;2;0;16, 25  februari;0;0;0;10 s/d 80 cm;0
Jakarta Barat;KEBON JERUK;KEBON JERUK;rw 01;2020;2;0;25 februari;0;0;0;10 s/d 30 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;Rw 01, 09;2020;2;0;1,2, 8, 22, 23  februari;0;0;0;20 s/d 60 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN UTARA;rw 01, 03, 04, 05,08,  10;2020;2;0;1, 8, 23, 25   februari;0;650;0;30 s/d 80 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;rw 02, 08;2020;2;0;25 februari;0;0;0;15 s/d 20 cm;0
Jakarta Barat;PALMERAH;JATI PULO;rw 05,  09;2020;2;0;23, 25  februari;0;0;0;10 s/d 40 cm;0
Jakarta Barat;PALMERAH;KEMANGGISAN;rw 09;2020;2;0;25 februari;0;0;0;10 s/d 40 cm;0
Jakarta Barat;PALMERAH;KOTA BAMBU SELATAN;rw 01, 02, 05;2020;2;0;23, 25  februari;0;850;0;10 s/d 50 cm;0
Jakarta Barat;PALMERAH;KOTA BAMBU UTARA;rw 02;2020;2;0;25 februari;0;0;0;10 s/d 40 cm;0
Jakarta Barat;TAMAN SARI;TANGKI;rw 02, 07;2020;2;10;25 februari;0;0;0;30 s/d 40 cm;0
Jakarta Barat;TAMAN SARI;MANGGA BESAR;rw 01;2020;2;0;25 februari;0;0;0;30 s/d 40 cm;0
